                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.99787,                0.45818,                 1.1018,                0.98037,                0.96717,                0.98569,                0.71351,                 1.0869,                0.36953,                 1.1285,                0.00505,                0.00505,                0.00505
                     52,                0.99894,                0.45664,                 1.1032,                0.98004,                0.96739,                0.98755,                0.71427,                 1.0859,                0.36972,                 1.1279,               0.004951,               0.004951,               0.004951
                     53,                0.99032,                0.45501,                 1.1068,                0.98074,                 0.9667,                0.98731,                0.71467,                 1.0859,                0.36899,                 1.1278,               0.004852,               0.004852,               0.004852
                     54,                0.98871,                0.45248,                 1.0982,                0.98097,                0.96738,                0.98836,                0.71556,                 1.0856,                0.36827,                 1.1279,               0.004753,               0.004753,               0.004753
                     55,                0.98247,                0.44865,                 1.0973,                0.98053,                0.96811,                0.98855,                0.71535,                 1.0857,                 0.3677,                  1.128,               0.004654,               0.004654,               0.004654
                     56,                0.98774,                0.45026,                 1.0962,                0.98053,                0.96857,                0.98855,                  0.715,                 1.0848,                0.36718,                 1.1278,               0.004555,               0.004555,               0.004555
                     57,                0.98375,                0.44784,                 1.0938,                0.98053,                0.96857,                0.98891,                0.71499,                 1.0846,                 0.3672,                 1.1276,               0.004456,               0.004456,               0.004456
                     58,                0.97799,                0.44468,                 1.0965,                0.98188,                0.96599,                0.98889,                0.71473,                 1.0843,                0.36705,                 1.1272,               0.004357,               0.004357,               0.004357
                     59,                0.97572,                0.43987,                 1.0948,                0.97828,                0.96857,                0.98929,                0.71544,                 1.0839,                0.36696,                 1.1268,               0.004258,               0.004258,               0.004258
                     60,                0.96822,                0.43861,                 1.0876,                0.98096,                0.96681,                0.98938,                0.71578,                 1.0831,                0.36643,                 1.1264,               0.004159,               0.004159,               0.004159
                     61,                0.96711,                0.43816,                 1.0907,                0.97956,                 0.9665,                0.98818,                0.71595,                 1.0828,                0.36595,                 1.1264,                0.00406,                0.00406,                0.00406
                     62,                 0.9677,                0.43346,                   1.09,                0.97956,                0.96668,                0.98911,                0.71576,                  1.083,                  0.366,                 1.1266,               0.003961,               0.003961,               0.003961
                     63,                0.96852,                0.43671,                 1.0866,                 0.9791,                0.96683,                0.98923,                0.71566,                 1.0828,                0.36567,                 1.1266,               0.003862,               0.003862,               0.003862
                     64,                0.96356,                 0.4303,                 1.0803,                0.97699,                0.96998,                0.98914,                0.71693,                 1.0825,                0.36559,                 1.1265,               0.003763,               0.003763,               0.003763
                     65,                0.95645,                0.42985,                   1.08,                0.97765,                0.96998,                  0.989,                0.71705,                 1.0824,                0.36492,                 1.1263,               0.003664,               0.003664,               0.003664
                     66,                0.95629,                0.42813,                 1.0791,                0.97786,                0.96998,                0.98885,                0.71719,                 1.0823,                0.36489,                 1.1263,               0.003565,               0.003565,               0.003565
                     67,                0.95061,                0.42546,                 1.0765,                0.97641,                0.97089,                0.98863,                0.71729,                 1.0821,                0.36442,                 1.1262,               0.003466,               0.003466,               0.003466
                     68,                0.95315,                0.42684,                 1.0788,                 0.9766,                0.97139,                0.98883,                0.71709,                 1.0819,                0.36387,                 1.1259,               0.003367,               0.003367,               0.003367
                     69,                 0.9488,                0.42025,                 1.0763,                0.97746,                0.96998,                0.98822,                0.71784,                 1.0818,                0.36341,                 1.1259,               0.003268,               0.003268,               0.003268
                     70,                0.94579,                 0.4191,                 1.0736,                0.97696,                0.96951,                0.98792,                0.71888,                 1.0818,                0.36308,                 1.1259,               0.003169,               0.003169,               0.003169
                     71,                0.94308,                0.41546,                  1.073,                0.97638,                0.96959,                0.98774,                0.71892,                 1.0817,                0.36305,                  1.126,                0.00307,                0.00307,                0.00307
                     72,                0.93769,                 0.4158,                 1.0732,                0.97321,                0.97373,                0.98761,                0.71907,                 1.0816,                0.36305,                  1.126,               0.002971,               0.002971,               0.002971
                     73,                0.92625,                0.41151,                 1.0678,                0.98234,                0.96541,                0.98744,                0.71958,                 1.0814,                0.36254,                 1.1261,               0.002872,               0.002872,               0.002872
                     74,                0.93428,                0.41021,                  1.066,                0.97329,                0.97433,                0.98722,                0.71945,                 1.0813,                0.36242,                 1.1261,               0.002773,               0.002773,               0.002773
                     75,                0.92841,                0.40685,                 1.0618,                 0.9728,                0.97467,                0.98721,                0.71958,                 1.0812,                0.36187,                 1.1259,               0.002674,               0.002674,               0.002674
                     76,                0.92372,                0.40461,                 1.0626,                0.97295,                0.97467,                0.98697,                0.71933,                 1.0815,                0.36171,                 1.1261,               0.002575,               0.002575,               0.002575
